#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_G1	confidence_score_S	confidence_score_G2	confidence_score_M	cluster	abundance_G1	abundance_S	abundance_G2	abundance_M
CCNA2	RPS11	P20248	P62280	 S	 G2	2	3	Provided	0	0.055017192	0.026838109	0	1	0	1.9	0.9	0
RPL5	RPS11	P46777	P62280			Inf	Inf	STRING	0.987	0.987	0.987	0.987					
RPS5	RPS11	P46782	P62280			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL9	RPS11	P32969	P62280			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS19	RPS11	P39019	P62280			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
RPL22	RPS11	P35268	P62280			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
CCNA2	PSMC6	P20248	P62333	 S	 M	2	4	Provided	0	0.054088825	0.088833811	0	2	0	1.9	3.1	0
CCNB1	PSMC6	P14635	P62333	 M		4	5	Provided	0	0	0.048146132	0.103200573	1	0	0	1.7	3.6
TBC1D4	RAB11A	O60343	P62491			Inf	Inf	STRING	0.123	0.123	0.123	0.123					
CCNB1	RAB11A	P14635	P62491	 M		4	5	Provided	0	0	0.030767717	0.0766915	1	0	0	1.1	2.7
RAB7A	RAB11A	P51149	P62491			Inf	Inf	STRING	0.863	0.863	0.863	0.863					
PPP2R1A	RAB11A	P30153	P62491			Inf	Inf	STRING	0.402	0.402	0.402	0.402					
RAB10	RAB11A	P61026	P62491			Inf	Inf	STRING	0.079	0.079	0.079	0.079					
RAB1B	RAB11A	Q9H0U4	P62491			Inf	Inf	STRING	0.84	0.84	0.84	0.84					
RAB5C	RAB11A	P51148	P62491			Inf	Inf	STRING	0.869	0.869	0.869	0.869					
PLK1	RAB11A	P53350	P62491			Inf	Inf	STRING	0.177	0.177	0.177	0.177					
YWHAG	RAB11A	P61981	P62491			Inf	Inf	STRING	0.226	0.226	0.226	0.226					
HIST3H3	HIST1H4A	P84243	P62805			Inf	Inf	STRING	0.852	0.852	0.852	0.852					
XRCC6	HIST1H4A	P12956	P62805			Inf	Inf	STRING	0.16	0.16	0.16	0.16					
HDAC1	HIST1H4A	Q13547	P62805			Inf	Inf	STRING	0.184	0.184	0.184	0.184					
CDK2	HIST1H4A	P24941	P62805			Inf	Inf	STRING	0.151	0.151	0.151	0.151					
CCNA2	HIST1H4A	P20248	P62805	 S	 M	2	4	Provided	0	0.13936533	0.197309456	0	1	0	4.9	6.9	0
CCNB1	HIST1H4A	P14635	P62805			Inf	Inf	Both	0.157	0.157	0.157	0.157					
CCNA2	HIST1H4A	P20248	P62805			Inf	Inf	Both	0.126	0.126	0.126	0.126					
HIST1H2BB	HIST1H4A	Q16778	P62805			Inf	Inf	STRING	0.855	0.855	0.855	0.855					
CCNB1	HIST1H4A	P14635	P62805	 M		4	5	Provided	0	0	0.01789255	0.058924546	1	0	0	0.6	2.1
RBBP4	HIST1H4A	Q09028	P62805			Inf	Inf	STRING	0.386	0.386	0.386	0.386					
CCNB1	RAB1A	P14635	P62820-1	 M		4	5	Provided	0	0	0.023275931	0.064130372	1	0	0	0.8	2.2
RPS5	RPS28	P46782	P62857			Inf	Inf	STRING	0.967	0.967	0.967	0.967					
CCNB1	RPS28	P14635	P62857	 M		4	5	Provided	0	0	0.02412894	0.098908309	1	0	0	0.8	3.5
CCNA2	RPS28	P20248	P62857	 S	 M	2	4	Provided	0	0.072737345	0.086868195	0	1	0	2.5	3	0
MAD2L1	RBX1	Q13257	P62877			Inf	Inf	STRING	0.431	0.431	0.431	0.431					
DDB1	RBX1	Q16531	P62877			Inf	Inf	STRING	0.941	0.941	0.941	0.941					
MNAT1	RBX1	P51948	P62877			Inf	Inf	STRING	0.132	0.132	0.132	0.132					
CDC20	RBX1	Q12834	P62877			Inf	Inf	STRING	0.262	0.262	0.262	0.262					
CDKN1B	RBX1	P46527	P62877			Inf	Inf	STRING	0.288	0.288	0.288	0.288					
CCNA2	RBX1	P20248	P62877			Inf	Inf	Both	0.41	0.41	0.41	0.41					
CCNA2	RBX1	P20248	P62877	 S	 M	2	4	Provided	0	0.29604298	0.233073066	0	1	0	10.3	8.1	0
CUL1	RBX1	Q13616	P62877			Inf	Inf	STRING	0.974	0.974	0.974	0.974					
VCP	RBX1	P55072	P62877			Inf	Inf	STRING	0.293	0.293	0.293	0.293					
SAMHD1	RBX1	Q9Y3Z3	P62877			Inf	Inf	STRING	0.32	0.32	0.32	0.32					
CCNA2	RPL31	P20248	P62899	 S	 M	2	4	Provided	0	0.124034384	0.112810888	0	1	0	4.3	3.9	0
RPLP0	RPL31	P05388	P62899			Inf	Inf	STRING	0.956	0.956	0.956	0.956					
RPS20	RPL31	B4DW28	P62899			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPL9	RPL31	P32969	P62899			Inf	Inf	STRING	0.964	0.964	0.964	0.964					
RPS28	RPL31	P62857	P62899			Inf	Inf	STRING	0.809	0.809	0.809	0.809					
RPL18	RPL31	Q07020	P62899			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPS19	RPL31	P39019	P62899			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPL23A	RPL31	A8MUS3	P62899			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
RPS5	RPL31	P46782	P62899			Inf	Inf	STRING	0.955	0.955	0.955	0.955					
RPL27	RPL31	P61353	P62899			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
RPL35A	RPL31	P18077	P62899			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
RPS28	RPL10A	P62857	P62906			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPLP0	RPL10A	P05388	P62906			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS20	RPL10A	B4DW28	P62906			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPL9	RPL10A	P32969	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL35A	RPL10A	P18077	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL14	RPL10A	P50914	P62906			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL23A	RPL10A	A8MUS3	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL18	RPL10A	Q07020	P62906			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS19	RPL10A	P39019	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS5	RPL10A	P46782	P62906			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL13A	RPL10A	P40429	P62906			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNB1	RPL10A	P14635	P62906	 M		4	5	Provided	0	0	0.023010745	0.085229226	1	0	0	0.8	3
RPL27	RPL10A	P61353	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL31	RPL10A	P62899	P62906			Inf	Inf	STRING	0.962	0.962	0.962	0.962					
RPS8	RPL10A	P62241	P62906			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
CCNA2	RPL10A	P20248	P62906	 S	 M	2	4	Provided	0	0.176459885	0.074202006	0	1	0	6.2	2.6	0
CCNA2	RPL11	P20248	P62913-1	 S	 M	2	4	Provided	0	0.098318052	0.165481375	0	2	0	3.4	5.8	0
RPL21	RPL8	P46778	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
SRP14	RPL8	P37108	P62917			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPL27A	RPL8	P46776	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS20	RPL8	B4DW28	P62917			Inf	Inf	STRING	0.964	0.964	0.964	0.964					
CCNA2	RPL8	P20248	P62917	 S	 G2	2	3	Provided	0	0.063244986	0.038775072	0	1	0	2.2	1.4	0
RPS11	RPL8	P62280	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL27	RPL8	P61353	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS21	RPL8	P63220	P62917			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPL14	RPL8	P50914	P62917			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS5	RPL8	P46782	P62917			Inf	Inf	STRING	0.977	0.977	0.977	0.977					
RPL18	RPL8	Q07020	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPSA	RPL8	P08865	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL35A	RPL8	P18077	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL4	RPL8	P36578	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
NCL	RPL8	P19338	P62917			Inf	Inf	STRING	0.738	0.738	0.738	0.738					
RPS19	RPL8	P39019	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
ILF2	RPL8	Q12905	P62917			Inf	Inf	STRING	0.328	0.328	0.328	0.328					
RPL22	RPL8	P35268	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPLP0	RPL8	P05388	P62917			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL13	RPL8	P26373	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL23A	RPL8	A8MUS3	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL13A	RPL8	P40429	P62917			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS17	RPL8	P08708	P62917			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL3	RPL8	P39023	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL5	RPL8	P46777	P62917			Inf	Inf	STRING	0.986	0.986	0.986	0.986					
DHX9	RPL8	Q08211	P62917			Inf	Inf	STRING	0.064	0.064	0.064	0.064					
RPS8	RPL8	P62241	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL31	RPL8	P62899	P62917			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
RPL9	RPL8	P32969	P62917			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
SRP9	RPL8	P49458	P62917			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPS28	RPL8	P62857	P62917			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPL10A	RPL8	P62906	P62917			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
VIM	YWHAZ	P08670	P63104			Inf	Inf	STRING	0.454	0.454	0.454	0.454					
RPLP0	YWHAZ	P05388	P63104			Inf	Inf	STRING	0.068	0.068	0.068	0.068					
ACTG1	YWHAZ	P63261	P63104			Inf	Inf	STRING	0.169	0.169	0.169	0.169					
CCNA2	YWHAZ	P20248	P63104	 S	 M	2	4	Provided	0	0.087886342	0.378164279	0	2	0	3.1	13.2	0
EIF4B	YWHAZ	P23588	P63104			Inf	Inf	STRING	0.438	0.438	0.438	0.438					
XPO1	YWHAZ	O14980	P63104			Inf	Inf	STRING	0.106	0.106	0.106	0.106					
CCNB1	SKP1	P14635	P63208-1	 G2		3	5	Provided	0	0	0.055542502	0.08604107	1	0	0	1.9	3
CCNA2	SKP1	P20248	P63208-1	 S	 M	2	4	Provided	0	0.212280802	0.2065234	0	1	0	7.4	7.2	0
RPL22	RPS21	P35268	P63220			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL27	RPS21	P61353	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS5	RPS21	P46782	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS17	RPS21	P08708	P63220			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL9	RPS21	P32969	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL10A	RPS21	P62906	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPLP0	RPS21	P05388	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
DHX9	RPS21	Q08211	P63220			Inf	Inf	STRING	0.05	0.05	0.05	0.05					
CCNA2	RPS21	P20248	P63220	 S	 M	2	4	Provided	0	0.147985673	0.071659026	0	1	0	5.2	2.5	0
RPS20	RPS21	B4DW28	P63220			Inf	Inf	STRING	0.959	0.959	0.959	0.959					
RPSA	RPS21	P08865	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL35A	RPS21	P18077	P63220			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPS8	RPS21	P62241	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL23A	RPS21	A8MUS3	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL13A	RPS21	P40429	P63220			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPL14	RPS21	P50914	P63220			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL27A	RPS21	P46776	P63220			Inf	Inf	STRING	0.958	0.958	0.958	0.958					
RPL21	RPS21	P46778	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS28	RPS21	P62857	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL31	RPS21	P62899	P63220			Inf	Inf	STRING	0.959	0.959	0.959	0.959					
EIF3A	RPS21	Q14152	P63220			Inf	Inf	STRING	0.771	0.771	0.771	0.771					
RPS19	RPS21	P39019	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL18	RPS21	Q07020	P63220			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL5	RPS21	P46777	P63220			Inf	Inf	STRING	0.971	0.971	0.971	0.971					
RPL3	RPS21	P39023	P63220			Inf	Inf	STRING	0.947	0.947	0.947	0.947					
CCNB1	ACTG1	P14635	P63261	 M		4	5	Provided	0	0	0.025482904	0.499503343	1	0	0	0.9	17.4
CCNA2	ACTG1	P20248	P63261	 G2	 M	3	4	Provided	0	0.027990353	0.204550143	0	2	0	1	7.1	0
CCNA2	PRKDC	P20248	P78527-1	 S	 M	2	4	Provided	0	0.060275072	0.301661891	0	2	0	2.1	10.5	0
CCNA2	ERH	P20248	P84090	 S	 M	2	4	Provided	0	0.097528176	0.174404967	0	2	0	3.4	6.1	0
CCNE1	ERH	P24864-1	P84090	G1	 G2	1	3	Provided	0.140323782	0.13277937	0	0	2	4.9	4.6	0	0
CCNB1	ERH	P14635	P84090	 M		4	5	Provided	0	0	0.026281566	0.071553009	1	0	0	0.9	2.5
HDAC1	HIST3H3	Q13547	P84243			Inf	Inf	STRING	0.31	0.31	0.31	0.31					
CCNB1	HIST3H3	P14635	P84243	 M		4	5	Provided	0	0	0.012790401	0.074194842	1	0	0	0.4	2.6
HIST1H2BB	HIST3H3	Q16778	P84243			Inf	Inf	STRING	0.395	0.395	0.395	0.395					
G3BP1	HIST3H3	Q13283	P84243			Inf	Inf	STRING	0.055	0.055	0.055	0.055					
RBBP4	HIST3H3	Q09028	P84243			Inf	Inf	STRING	0.427	0.427	0.427	0.427					
CCNB1	CDK5	P14635	Q00535	 G2		3	5	Provided	0	0	0.271097421	0.173281375	2	0	0	9.5	6
CCNA2	CLTC	P20248	Q00610-1	 G2	 M	3	4	Provided	0	0.01217851	0.054630372	0	2	0	0.4	1.9	0
CCNA2	SPTBN1	P20248	Q01082-1	 G2	 M	3	4	Provided	0	0.021060602	0.152153295	0	2	0	0.7	5.3	0
CCNB1	SPTBN1	P14635	Q01082-1	 M		4	5	Provided	0	0	0.02965788	0.172153295	1	0	0	1	6
RPS5	RPL18A	P46782	Q02543			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS19	RPL18A	P39019	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL4	RPL18A	P36578	Q02543			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL13A	RPL18A	P40429	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL8	RPL18A	P62917	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL23A	RPL18A	A8MUS3	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL14	RPL18A	P50914	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS20	RPL18A	B4DW28	Q02543			Inf	Inf	STRING	0.964	0.964	0.964	0.964					
RPL35A	RPL18A	P18077	Q02543			Inf	Inf	STRING	0.989	0.989	0.989	0.989					
RPS8	RPL18A	P62241	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
NCL	RPL18A	P19338	Q02543			Inf	Inf	STRING	0.531	0.531	0.531	0.531					
RPL13	RPL18A	P26373	Q02543			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL22	RPL18A	P35268	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPS28	RPL18A	P62857	Q02543			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPLP0	RPL18A	P05388	Q02543			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPL27	RPL18A	P61353	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
CCNA2	RPL18A	P20248	Q02543	 S	 M	2	4	Provided	0	0.100143266	0.084318052	0	1	0	3.5	2.9	0
RPS12	RPL18A	P25398	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL3	RPL18A	P39023	Q02543			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS17	RPL18A	P08708	Q02543			Inf	Inf	STRING	0.96	0.96	0.96	0.96					
RPSA	RPL18A	P08865	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL31	RPL18A	P62899	Q02543			Inf	Inf	STRING	0.963	0.963	0.963	0.963					
CCNB1	RPL18A	P14635	Q02543	 M		4	5	Provided	0	0	0.02297192	0.090464183	1	0	0	0.8	3.2
SRP9	RPL18A	P49458	Q02543			Inf	Inf	STRING	0.799	0.799	0.799	0.799					
SRP14	RPL18A	P37108	Q02543			Inf	Inf	STRING	0.635	0.635	0.635	0.635					
RPS21	RPL18A	P63220	Q02543			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL21	RPL18A	P46778	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
PPP2R1A	RPL18A	P30153	Q02543			Inf	Inf	STRING	0.185	0.185	0.185	0.185					
RPL18	RPL18A	Q07020	Q02543			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL27A	RPL18A	P46776	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
DDX3X	RPL18A	O00571	Q02543			Inf	Inf	STRING	0.297	0.297	0.297	0.297					
RPL10A	RPL18A	P62906	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
EIF4B	RPL18A	P23588	Q02543			Inf	Inf	STRING	0.064	0.064	0.064	0.064					
RPL9	RPL18A	P32969	Q02543			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS11	RPL18A	P62280	Q02543			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPL5	RPL18A	P46777	Q02543			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
CCNA2	RPL18	P20248	Q07020	 S	 M	2	4	Provided	0	0.202330946	0.096765043	0	1	0	7.1	3.4	0
RPS5	RPL18	P46782	Q07020			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPS28	RPL18	P62857	Q07020			Inf	Inf	STRING	0.991	0.991	0.991	0.991					
RPL27	RPL18	P61353	Q07020			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
RPLP0	RPL18	P05388	Q07020			Inf	Inf	STRING	0.99	0.99	0.99	0.99					
RPS19	RPL18	P39019	Q07020			Inf	Inf	STRING	0.992	0.992	0.992	0.992					
CCNB1	RPL18	P14635	Q07020	 M		4	5	Provided	0	0	0.024745845	0.087852436	1	0	0	0.9	3.1
HDAC1	DHX9	Q13547	Q08211			Inf	Inf	STRING	0.08	0.08	0.08	0.08					
HNRNPF	DHX9	P52597	Q08211			Inf	Inf	STRING	0.222	0.222	0.222	0.222					
G3BP1	DHX9	Q13283	Q08211			Inf	Inf	STRING	0.185	0.185	0.185	0.185					
RPL31	DHX9	P62899	Q08211			Inf	Inf	STRING	0.286	0.286	0.286	0.286					
CCNB1	DHX9	P14635	Q08211	 M		4	5	Provided	0	0	0.019832378	0.097247851	1	0	0	0.7	3.4
MVP	DHX9	Q14764	Q08211			Inf	Inf	STRING	0.387	0.387	0.387	0.387					
CCNA2	DHX9	P20248	Q08211	 S	 M	2	4	Provided	0	0.195292264	0.069283668	0	1	0	6.8	2.4	0
DDX3X	DHX9	O00571	Q08211			Inf	Inf	STRING	0.223	0.223	0.223	0.223					
XRCC5	DHX9	P13010	Q08211			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
XPO1	DHX9	O14980	Q08211			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
EIF4B	DHX9	P23588	Q08211			Inf	Inf	STRING	0.185	0.185	0.185	0.185					
CDKN1A	RBL2	P38936	Q08999			Inf	Inf	STRING	0.334	0.334	0.334	0.334					
CCNA2	RBL2	P20248	Q08999			Inf	Inf	STRING	0.626	0.626	0.626	0.626					
CDK2	RBL2	P24941	Q08999			Inf	Inf	STRING	0.799	0.799	0.799	0.799					
RBBP4	RBL2	Q09028	Q08999			Inf	Inf	STRING	0.458	0.458	0.458	0.458					
CUL1	RBL2	Q13616	Q08999			Inf	Inf	STRING	0.379	0.379	0.379	0.379					
CCNE1	RBL2	P24864-1	Q08999	G1	 G2	1	3	Provided	0.253355301	0.125573066	0	0	1	8.8	4.4	0	0
HDAC1	RBL2	Q13547	Q08999			Inf	Inf	STRING	0.734	0.734	0.734	0.734					
CDC20	RBL2	Q12834	Q08999			Inf	Inf	STRING	0.081	0.081	0.081	0.081					
HDAC1	RBBP4	Q13547	Q09028			Inf	Inf	STRING	0.906	0.906	0.906	0.906					
RPLP0	RBBP4	P05388	Q09028			Inf	Inf	STRING	0.363	0.363	0.363	0.363					
CCNA2	RBBP4	P20248	Q09028	 G2	 M	3	4	Provided	0	0	0.40269341	0	2	0	0	14.1	0
CCNE1	RBBP4	P24864-1	Q09028	G1	 S	1	2	Provided	0.06612894	0.025274785	0	0	1	2.3	0.9	0	0
XPO1	CDC20	O14980	Q12834			Inf	Inf	STRING	0.133	0.133	0.133	0.133					
WEE1	CDC20	P30291	Q12834			Inf	Inf	STRING	0.369	0.369	0.369	0.369					
CDKN1A	CDC20	P38936	Q12834			Inf	Inf	STRING	0.328	0.328	0.328	0.328					
ANAPC7	CDC20	Q9UJX3	Q12834			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CKS2	CDC20	P33552	Q12834			Inf	Inf	STRING	0.772	0.772	0.772	0.772					
HDAC1	CDC20	Q13547	Q12834			Inf	Inf	STRING	0.44	0.44	0.44	0.44					
MAD1L1	CDC20	Q9Y6D9	Q12834			Inf	Inf	STRING	0.994	0.994	0.994	0.994					
CCNA2	CDC20	P20248	Q12834	 S	 M	2	4	Provided	0	0.210791786	0.229321872	0	1	0	7.4	8	0
RPS20	ILF2	B4DW28	Q12905			Inf	Inf	STRING	0.336	0.336	0.336	0.336					
CCNA2	ILF2	P20248	Q12905	 G2	 M	3	4	Provided	0	0	0.084673352	0	2	0	0	3	0
RPL31	ILF2	P62899	Q12905			Inf	Inf	STRING	0.358	0.358	0.358	0.358					
RPL23A	ILF2	A8MUS3	Q12905			Inf	Inf	STRING	0.358	0.358	0.358	0.358					
DHX9	ILF2	Q08211	Q12905			Inf	Inf	STRING	0.33	0.33	0.33	0.33					
RPLP0	ILF2	P05388	Q12905			Inf	Inf	STRING	0.317	0.317	0.317	0.317					
DDX3X	ILF2	O00571	Q12905			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
XRCC5	ILF2	P13010	Q12905			Inf	Inf	STRING	0.294	0.294	0.294	0.294					
RPL9	ILF2	P32969	Q12905			Inf	Inf	STRING	0.354	0.354	0.354	0.354					
RPL10A	ILF2	P62906	Q12905			Inf	Inf	STRING	0.344	0.344	0.344	0.344					
RPL14	ILF2	P50914	Q12905			Inf	Inf	STRING	0.369	0.369	0.369	0.369					
RPL18	ILF2	Q07020	Q12905			Inf	Inf	STRING	0.377	0.377	0.377	0.377					
RPS8	ILF2	P62241	Q12905			Inf	Inf	STRING	0.375	0.375	0.375	0.375					
DNAJB1	TARDBP	P25685	Q13148			Inf	Inf	STRING	0.408	0.408	0.408	0.408					
NCL	TARDBP	P19338	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
RPSA	TARDBP	P08865	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
CCNE1	TARDBP	P24864-1	Q13148	G1	 S	1	2	Provided	0.109352436	0.027989112	0	0	1	3.8	1	0	0
VCP	TARDBP	P55072	Q13148			Inf	Inf	STRING	0.505	0.505	0.505	0.505					
PTBP1	TARDBP	Q9BUQ0	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
G3BP1	TARDBP	Q13283	Q13148			Inf	Inf	STRING	0.118	0.118	0.118	0.118					
DHX9	TARDBP	Q08211	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
XRCC5	TARDBP	P13010	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
XRCC6	TARDBP	P12956	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
RPS20	TARDBP	B4DW28	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
FLNB	TARDBP	B2ZZ83	Q13148			Inf	Inf	STRING	0.41	0.41	0.41	0.41					
HNRNPH1	TARDBP	P31943	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
HDAC1	TARDBP	Q13547	Q13148			Inf	Inf	STRING	0.129	0.129	0.129	0.129					
ILF2	TARDBP	Q12905	Q13148			Inf	Inf	STRING	0.117	0.117	0.117	0.117					
XRCC6	MAD2L1	P12956	Q13257			Inf	Inf	STRING	0.3	0.3	0.3	0.3					
CCNB1	MAD2L1	P14635	Q13257	 G2		3	5	Provided	0	0	0.403741165	0.233284623	2	0	0	14.1	8.1
CCNA2	MAD2L1	P20248	Q13257	 S	 M	2	4	Provided	0	0.3603085	0.283929322	0	1	0	12.6	9.9	0
ANAPC7	MAD2L1	Q9UJX3	Q13257			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
BUB3	MAD2L1	O43684	Q13257			Inf	Inf	STRING	0.995	0.995	0.995	0.995					
WEE1	MAD2L1	P30291	Q13257			Inf	Inf	STRING	0.125	0.125	0.125	0.125					
PLK1	MAD2L1	P53350	Q13257			Inf	Inf	STRING	0.362	0.362	0.362	0.362					
MAD1L1	MAD2L1	Q9Y6D9	Q13257			Inf	Inf	STRING	0.998	0.998	0.998	0.998					
CDC20	MAD2L1	Q12834	Q13257			Inf	Inf	STRING	0.999	0.999	0.999	0.999					
CCNA2	G3BP1	P20248	Q13283	 S	 G2	2	3	Provided	0	0.153747851	0.02965616	0	1	0	5.4	1	0
CCNB1	G3BP1	P14635	Q13283	 M		4	5	Provided	0	0	0.020264327	0.183359599	1	0	0	0.7	6.4
EIF4B	G3BP1	P23588	Q13283			Inf	Inf	STRING	0.243	0.243	0.243	0.243					
DDX3X	G3BP1	O00571	Q13283			Inf	Inf	STRING	0.182	0.182	0.182	0.182					
CCNE1	SKP2	P24864-1	Q13309-1	G1	 G2	1	3	Provided	0.62212106	0.599713467	0	0	2	21.7	20.9	0	0
CCNA2	SKP2	P20248	Q13309-1	 S	 M	2	4	Provided	0	0.283703916	0.214092646	0	1	0	9.9	7.5	0
CCNB1	SKP2	P14635	Q13309-1	 G2		3	5	Provided	0	0	0.1687383	0.38425979	1	0	0	5.9	13.4
VIM	HDAC1	P08670	Q13547			Inf	Inf	STRING	0.358	0.358	0.358	0.358					
CDKN1A	HDAC1	P38936	Q13547			Inf	Inf	STRING	0.682	0.682	0.682	0.682					
